espanol,quechua_texto,cluster_id,cluster_label,tipo_habla,nivel_formalidad,tema
"Hola Doctor, disculpe la demora pero tuve problemas para llegar","Allin p'unchay doktura .Pampachaykuway qhipasqa hamusqayta, chaymi sasachakuykuna karqan chayamunaypaq",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, muchas gracias por atenderme en este horario","Doktur, anchata yupaychani Kay pachapi atiwaqkita",1,DOLOR_LOCALIZADO,,,
"Doctor, vengo referida por el médico del centro de salud de mi comunidad",Doktura aylluy postamanta hampiqpa apachisqanmi hamuni,5,INSTRUCCIONES_MEDICACION_DOSIS,,,
"Buenos días, necesito que me examine porque tengo varios síntomas preocupantes","Allin p'unchay,qanta mañakuni nuqata qhawaykita,achka unquykunan kani chaymi llakikuywan  kashani",1,DOLOR_LOCALIZADO,,,
"Buenas tardes Doctor, he venido a recoger los resultados de mis análisis","Allin sukha,doctur.noqaqa qhawaypa kutichisqankunata hap'ichiq hamurqani",1,DOLOR_LOCALIZADO,,,
"Doctor, me han dicho que usted es especialista en este tipo de problemas","Doktur, nirqankuqa qanmi Kay hina sasachakuykunapi yachaq kanki",0,GESTION_SALUD_GENERAL,,,
"Doctor, esta es mi primera vez en este centro médico","Doktura ,kayqa ñuqapa huk kutiñan  Kay hampina wasiman hamuni",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
"Buenos días, vengo acompañando a mi madre que no se siente bien","Allin p'unchay, mamayta yanapaykuspa hamuni,payqa mana allinchu kashan",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
"Doctor, me duele mucho la cabeza desde hace tres días y no se me quita","Doktor ,kinsa p'unchaymanta pacha umayqa anchata nanaykuwashan manan Chay nanayqa chinkanchu",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Tengo un dolor muy fuerte en el estómago que aparece después de comer,Mikhuyta tukuruspan wiksayqa anchata nanaykuhuan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me duele el pecho cuando respiro profundo o cuando me muevo,Sumaqta samaykuyta hap'irqaptin utaq kuyiriktin sunquy nanaykuwan,0,GESTION_SALUD_GENERAL,,,
Siento un dolor punzante en la espalda baja que no me deja dormir,"Qhipa uranpi nanayqa t'iksichkallañam kashan ,chaymi puñuyta mana saqiwanchu",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, el dolor en mis rodillas ha empeorado con el frío",Doktor chiriwan ñuqaq muqoykunapi nanayqa  astawanmi nanaykushan,0,GESTION_SALUD_GENERAL,,,
Tengo dolores musculares en todo el cuerpo y me siento muy débil,Llapa cuerpoypi aychay nanaykushan anchata waqlla kashani,1,DOLOR_LOCALIZADO,,,
Me duele mucho la garganta al tragar y tengo la voz ronca,"Mikuyta millp'uchkaptin sunquykuna manaqa anchata nanaykuhuan ,hinallataq  rimayniyqa q'ipim kashan ",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Siento un dolor agudo en el costado derecho que viene y se va,Paña ladunpin nanayqa t'iksichkallañan  hamuni chaymanta ripun,0,GESTION_SALUD_GENERAL,,,
"Doctor, me duelen los oídos y siento presión en la cabeza","Doktur ,rinrikuna nanaykuwashan, umaypiqa ñit'iyta hina rikch""akun",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Tengo un dolor constante en el cuello que se extiende hasta los hombros,Kunkaypi nanayqa Sapa kutin kashan Chay nanayqa rikra kamallan chayamun,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me duele mucho una muela y tengo la cara hinchada de ese lado,"Huk kiruymi anchata nanawan, Chay  uyayqa punkisqa kashan ",6,DOLOR_PECHO_RESPIRATORIO,,,
Siento ardor y dolor al orinar desde hace dos días,"Iskay p'unchaymantaña ,ismutay ruwaspa nina hina q'alaqmi,anchata nanawan.",1,DOLOR_LOCALIZADO,,,
"Doctor, tengo calambres muy fuertes en las piernas por las noches","Doktur ,tutakunapi chakiykunapi anchata kallpa tiksichkallañan nanawan",1,DOLOR_LOCALIZADO,,,
Me duele el abdomen del lado izquierdo y también tengo náuseas,"Lluq'i llaqtaymata. Wiksay anchata nanawan, hinallataq sonqo muyuywan kashani",0,GESTION_SALUD_GENERAL,,,
Siento un dolor punzante detrás de los ojos que empeora con la luz,Ñawikuna qhipanpi T'iksiy hina anchata nanawan K'anchaywanqa Aswan kalpachkanmi,1,DOLOR_LOCALIZADO,,,
"Doctor, me duelen todas las articulaciones cuando me levanto por la mañana",Doktura paqarinanpi sayarispa llapan tulluykuna anchata nanawan,1,DOLOR_LOCALIZADO,,,
Tengo un dolor muy intenso en el talón que no me deja caminar bien,"Chakipa t'iqrinpi anchata kallpa nanaymi kashan , Allin puriyta mana atiniychu",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me duele el brazo derecho y siento hormigueo en los dedos,"Allin makiypi ancha nanaymi, hinallataq ruk'anakunapi kiskichkallañam",0,GESTION_SALUD_GENERAL,,,
Siento presión y dolor en el pecho que me asusta mucho,"Ñuqaqa sunquypa t'iqrinpi ñit'iyta hina apretaymi  , hinallataq anchata manchachiwan",0,GESTION_SALUD_GENERAL,,,
"Doctor, tengo dolor de muelas que no me deja comer ni dormir","Doktor kiruymi ancha nanaymi, mana Mikuyta ni puñuyta atiniychu",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me duele la parte baja del abdomen y también tengo fiebre,"Wiksaypi uraypi ancha nanaymi, hinallataq K'anchaywanqa kashan",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Siento un dolor sordo en la zona del hígado que me preocupa,Ñuqapa hígado kaq patapi  pisi pisi nanay manchaciwashan,0,GESTION_SALUD_GENERAL,,,
"Doctor, me duelen los huesos como si tuviera gripe",Doktur Llapa tulluykuna nanawan gripe hina nanaywan,1,DOLOR_LOCALIZADO,,,
Tengo un dolor pulsátil en la sien derecha que dura horas,"Paña sienapi t'iksichkallañan nanay kashan, horakunata mana tukuchispa",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me duele el estómago y siento que me arde por dentro,"Wiksay nanawan,ukhuypi nina hina ruphayta sientikuni ",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, tengo fiebre alta desde anoche y no me baja con nada","Doktur tutamanta Aswan ruphaywan kashani,imaywanpas mana uraykinchu",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me siento muy débil y cansado aunque descanse todo el día,"Ancha pisi kallpayuqmi kani,llapan p'unchaymantaña samaqtiypas",0,GESTION_SALUD_GENERAL,,,
Tengo escalofríos y sudores nocturnos que me despiertan,Chiri chiriwanmi kani tutaqa ñaq'achkani ch'iqchiwan chaymi puñuyniyta p'a dekichin,1,DOLOR_LOCALIZADO,,,
"Doctor, mi temperatura sube y baja constantemente durante el día","Doktur, p'unchaypi  ruphayniyqa wicharin hinaspa uraykun Sapa kutin ",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me siento mareado y con náuseas casi todo el tiempo,"Umayqa muyunmi , hinallataq millay onqoyniywanmi kani Aswan p'unchaykama",0,GESTION_SALUD_GENERAL,,,
Tengo mucha fiebre acompañada de dolor de cuerpo,Anchata ruphayniyuqmi kani aychayqa nanayshanmi,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, sudo mucho por las noches y amanezco con la ropa empapada",Duktur tutapi anchata unp'ni paqarinnita p'achayqa llapan uno hina kashan,6,DOLOR_PECHO_RESPIRATORIO,,,
Me siento muy cansado y sin energía para hacer mis actividades diarias,"Anchata sayk'usqallaña kani,mana kallpayuqmi kani Sapa p'unchay ruwanaykunapaq",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tengo la sensación de que me voy a desmayar cuando me pongo de pie,Sayarispa desmayayman hina  yuyaymi kani,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, siento que todo me da vueltas y pierdo el equilibrio","Doktur llapallan muyunmi hina rikch'akun, hinaspa equilibrioyta chinkashan",0,GESTION_SALUD_GENERAL,,,
Tengo temblores en el cuerpo y me siento muy débil,Aychaypi ch'iqchiyuqmi Kana hinaspa Anchata pisi Kallpayuqmi kani,0,GESTION_SALUD_GENERAL,,,
Me siento confundido y con dificultad para concentrarme,"Yuyayniqa pantaychasqami kashan, mana allinta yuyayman churakuyta atishanichu",0,GESTION_SALUD_GENERAL,,,
"Doctor, tengo náuseas constantes y he vomitado varias veces","Doktur Sapa kuti millay onqoyniyuqmi kani,askha kutita q'ipiykuni",1,DOLOR_LOCALIZADO,,,
Siento que me falta el aire incluso cuando estoy en reposo,"Samayniyqa pisi kanman hina yuyaymi kani, samashaqtipas",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Tengo palpitaciones fuertes que me asustan mucho,"Sonqoymi  sinchita takin ,chaymi anchata mancharichiwan",1,DOLOR_LOCALIZADO,,,
"Doctor, me siento ansioso y con miedo sin razón aparente","Doktur, imay raykucha hukman mancharisqan kashani.",0,GESTION_SALUD_GENERAL,,,
Tengo problemas para dormir y me despierto muchas veces en la noche,"Sasatan puñuyta atini, tutatakmi sapa kuti rikcharini",1,DOLOR_LOCALIZADO,,,
Me siento hinchado y pesado después de cada comida,Sapa mijuktiymi p'unkisqa llasasqa wiksay kan.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, he perdido el apetito completamente en las últimas semanas","Doktur, manan mijunayawanchu kay qepa semanakunapi",0,GESTION_SALUD_GENERAL,,,
Siento que mi corazón late muy rápido o se salta latidos,Sonqoypas kuyurin supayta otaq phawan kuyurispa,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, tengo mucha tos con flema amarilla desde hace una semana","Doktur, huk semanañan supay qellu flemayoj ujuyan kani.",6,DOLOR_PECHO_RESPIRATORIO,,,
Me falta el aire cuando subo escaleras o hago esfuerzos pequeños,"Escalerata seqaytimi mana samayniyuq kani, otaq kallpachakuni chikanta.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tengo tos seca que me irrita mucho la garganta,"Ch'aki ujuwanmi kani, tonqorniytaq q'arawan supayta.",6,DOLOR_PECHO_RESPIRATORIO,,,
"Doctor, respiro con dificultad y escucho silbidos en mi pecho","Doktur, sasatan samayniy lloksimun, hinataq qasqoypis silvarin.",0,GESTION_SALUD_GENERAL,,,
Tengo congestión nasal severa que no me deja respirar bien,"Senqaypi qoña hunt'ayuq kani, chaymi hark'awashan allinta samayta.",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Me duele el pecho cuando toso y la tos es muy persistente,"Qasqoymi nanawan ujuktiy, ujuypas sinchi mana tukukuq.",0,GESTION_SALUD_GENERAL,,,
"Doctor, toso sangre en pequeñas cantidades y estoy muy preocupado","Doktur, pisi yawarta ujushani chaymi ancha llakisqa kashani.",0,GESTION_SALUD_GENERAL,,,
Tengo mucha flema que no puedo expulsar fácilmente,Achka flemayukmi kani manataqmi chaytaqa qarkuyta atinichu.,6,DOLOR_PECHO_RESPIRATORIO,,,
Siento opresión en el pecho y dificultad para respirar hondo,"Qasqoymi ñit'ywan, chaytaqmi sasatan samaytapas atini.",0,GESTION_SALUD_GENERAL,,,
"Doctor, tengo tos que empeora por las noches y no me deja dormir","Doktur,ujuwanmi kani chaymi tuta ashwanta yapakun mana puñuchiwaspa.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Me ahogo fácilmente y tengo que parar constantemente para respirar,"Faciltan samayniy chinkapun, samanaypaqtaqmi sayani sapa kutilla",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Tengo la nariz tapada y dolor en los pómulos y frente,"Senqaymi wichqasqa, uyaypas mat'iypas nanawanmi.",6,DOLOR_PECHO_RESPIRATORIO,,,
"Doctor, escucho ruidos raros cuando respiro profundo","Doktur, allinta samaykuqtiymi mana riqsisqa qapariykunata uyarini.",0,GESTION_SALUD_GENERAL,,,
Tengo secreción nasal verde y mal olor en la nariz,Qomer qoña  senqaypi kan chaytaqmi millayta asnan.,6,DOLOR_PECHO_RESPIRATORIO,,,
Me cuesta mucho respirar cuando estoy acostado,Puñuspa kaspayqa anchatan kallpachakuni samykunaypaq,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, tengo diarrea desde hace tres días y me siento muy débil","Doktur, kimsa p'unchayñan q'echawan kashani, mana kallpaypas kanñachu.",1,DOLOR_LOCALIZADO,,,
Sufro de estreñimiento severo y me duele cuando voy al baño,Ñisuta ñaqarini akakunaypaq chaytaq nanawan hisp'akuy riktiy.,0,GESTION_SALUD_GENERAL,,,
Tengo acidez estomacal que sube hasta la garganta,"Wiksa nanayniyuqmi kani, chaymi kunkaykama wicharin.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Doctor, vomito todo lo que como y tengo el estómago revuelto","Doktur, llapa mijusqaytan kutichimuni, chaymi wiksaypas tiqrakun.",0,GESTION_SALUD_GENERAL,,,
Tengo gases excesivos y hinchazón abdominal muy molesta,"Wiksaymi p'unkin ñisuta, supinayawanmi anchata.",1,DOLOR_LOCALIZADO,,,
Me sale sangre cuando voy al baño y estoy muy preocupado,"Hisp'aq riqtiymi, yawar lloqsimun, chaymi ancha llakisqa kashani.",0,GESTION_SALUD_GENERAL,,,
"Doctor, tengo náuseas constantes especialmente por las mañanas","Doktur, sapa achijaymi sonqomuyuywan kani.",1,DOLOR_LOCALIZADO,,,
Siento que la comida se me queda atorada en el pecho,"Mijuna mijusqaymi, qasqoy uhullapi tarikun.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Tengo mucha sed todo el tiempo y la boca muy seca,"Anchatan ch'akiwan sapakuti, chaymantapas simiy ch'akillaña",6,DOLOR_PECHO_RESPIRATORIO,,,
"Doctor, he notado que mis heces son muy oscuras o negras","Doktur, hatun hispayta ruwaqtiymi , ñisu yanallaña lloqsimun",1,DOLOR_LOCALIZADO,,,
Tengo cólicos intestinales muy fuertes que aparecen de repente,Sinchitan ch'unchilniykuna nanan nanan qonqayllamanta rijurin,1,DOLOR_LOCALIZADO,,,
Me duele el estómago y tengo eructos constantes con mal sabor,"wiksaymi nanawan, qapapakuni asnallataña sapa kuti.",1,DOLOR_LOCALIZADO,,,
"Doctor, tengo la lengua blanca y mal aliento persistente","Doktur, qalluypas yuraqllañan asnallañataq",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Siento ardor en la boca del estómago después de cada comida,Wiqsay q'uchupin sinchita rup'an sapa mijuyta tukuqtiy,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Tengo dificultad para tragar incluso líquidos,Sasatan  millp'uni unutapis,0,GESTION_SALUD_GENERAL,,,
"Doctor, he perdido mucho peso sin hacer dieta ni ejercicio","Doktur, sinchitan tulluyaruni, allintan mijuchanipas.",0,GESTION_SALUD_GENERAL,,,
Tengo reflujo ácido que me quema la garganta por las noches,"Hayaqniytan kutichini sapa tuta, chaymi tonqoriyta q'arachin",0,GESTION_SALUD_GENERAL,,,
Siento náuseas cuando huelo ciertos alimentos,Sonqoymi muyun wakin mijunakunawan,1,DOLOR_LOCALIZADO,,,
"Doctor, tengo hipo frecuente que dura mucho tiempo","Doktur, sinchitan hiq'ipakuni mana tukukuq hina",0,GESTION_SALUD_GENERAL,,,
Tengo inflamación abdominal que empeora durante el día,Wiksaymi ñisuta p'unkin tukuy p'unchay,6,DOLOR_PECHO_RESPIRATORIO,,,
"Doctor, me salió un sarpullido rojo que me pica muchísimo","Doktur, puka granoskunan lloqsiruwan, chaymi sinchita seqsiwan",0,GESTION_SALUD_GENERAL,,,
Tengo manchas en la piel que han ido creciendo de tamaño,"Qara muru lloqsiruwan, chaymi wiñaykushan",0,GESTION_SALUD_GENERAL,,,
Me salen ronchas por todo el cuerpo que aparecen y desaparecen,"Granuskunan lloqsiruwan llapa cuerpuypi, chinkaruntaq rijurimuntaq",1,DOLOR_LOCALIZADO,,,
"Doctor, tengo la piel muy seca y agrietada en las manos","Doktur, ch'akillaña cuerpuypas, makiypas p'aspallana, .",6,DOLOR_PECHO_RESPIRATORIO,,,
Tengo una herida que no cicatriza y se ve infectada,"Qirin kashan mana chinkaq, hinaspapas infectakuchanmi",6,DOLOR_PECHO_RESPIRATORIO,,,
Me pica todo el cuerpo especialmente por las noches,Sapa tutantan cuerpuy seqsen,1,DOLOR_LOCALIZADO,,,
"Doctor, tengo ampollas en los pies que me duelen mucho","Doktur, chakiykunapi phusullukuna kashan, anchatan nanawan",1,DOLOR_LOCALIZADO,,,
Noto cambios en un lunar que me preocupan bastante,"Huk lunarniypin tikrakuykunatan reparani,chaymi anchata llakikuni.",0,GESTION_SALUD_GENERAL,,,
Tengo hongos en las uñas de los pies que no se curan,"Chaki silluykunapin k'allanpakuna kashan, manataqmi qaliyanchu",1,DOLOR_LOCALIZADO,,,
"Doctor, me sale pus de una herida y está muy inflamada","Doktur, huk k'iriymi  ñisu p'unkiskqa, q'eataqmi lloqsimushan.",6,DOLOR_PECHO_RESPIRATORIO,,,
¿Puedo seguir amamantando a mi bebé con este tratamiento?,Kay hampiwan wawayta ñuñuchiytaqa atiniychu?,5,INSTRUCCIONES_MEDICACION_DOSIS,,,
¿Cuándo debo regresar para la próxima consulta?,Hayk’aqmi kutimunay kachkan hamuq tapukuypaq?,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, ¿qué tan grave es mi condición realmente?","Doktur, imaynatan kashan unquyniyqa, ancha chanikuychu?",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
¿Puedo hacer ejercicio o debo guardar reposo absoluto?,Ejerciciota ruwasaqchu utaq llapan samaypi kakunaychu?,0,GESTION_SALUD_GENERAL,,,
¿Este problema puede volverse crónico o se cura completamente?,Kay sasachakuyqa unay unaypaqchu tukukunman utaq allintachu hampikun?,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, ¿hay alguna forma de prevenir que esto vuelva a pasar?","Doktur, kanchu imayna mana kutimunanpaq kayqa?",6,DOLOR_PECHO_RESPIRATORIO,,,
¿Necesito hacerme más análisis o exámenes complementarios?,Astawan análisis utaq qhawaykuna ruwanaypaqchu kani?,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
¿Puedo viajar a la sierra con este problema que tengo?,Kay unquywanqa sierraman risaqchu?,0,GESTION_SALUD_GENERAL,,,
"Doctor, ¿cuánto va a costar todo el tratamiento aproximadamente?","Doktur, llapan hampiyqa hayk’a qullqichu kanqa?",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
¿Hay algún remedio casero que pueda usar como complemento?,Kanachu wasipi ruwasqa hampi yanapananpaq?,5,INSTRUCCIONES_MEDICACION_DOSIS,,,
¿Debo cambiar algo en mi estilo de vida?,Kawsayniypi imatapas tikranaychu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, ¿esto afectará mi capacidad de tener hijos en el futuro?","Doktur, kayqa wawata hap’iy atiyniyta hamuq p’unchaykunapi hark’anmanchu?",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
¿Puedo combinar este medicamento con mis otras pastillas?,Kay hampita wakin pastillaykunawan kuskachaspa upyayta atiniychu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
¿Qué debo hacer si los síntomas empeoran en casa?,Wasipi kashaspa ashwanta nanariptinqa imatan ruwanay?,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, ¿necesito que alguien me cuide en casa?","Doktur, wasipi pipas qhawawananchu?",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
"Según sus síntomas, usted tiene una infección respiratoria aguda","Unquyniykikunamantaqa, qanqa sinchi samay ñanpi infecciónniyuqmi kanki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Los resultados indican que tiene los niveles de azúcar muy elevados,Resultadosqa rikuchkanmi yawarniykipi asukarniyqa ancha wicharisqa kasqanta.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Su presión arterial está muy alta y necesitamos controlarla urgentemente,"Yawar ñit’iyniykiqa ancha wichaypi kashan, utqaylla controlananchikmi.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tiene una gastritis severa que requiere tratamiento inmediato,"Sinchi wiksa q’uchu unquywanmi kanki, utqaylla hampinanchikmi.",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Los análisis muestran que tiene anemia y necesita suplementos de hierro,"Análisisqa rikuchkanmi anemiawan kasqaykita, fierro hampikuna necesitanki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Usted presenta signos de una infección urinaria que debe tratarse,Ismutay ñanpi infección señalkunata rikuchkanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Su dolor de cabeza parece ser de tipo tensional por estrés,Umananaykiqa estrésmanta hina kashan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Tiene una inflamación en las articulaciones compatible con artritis,Tulluy tinkunakunapi p’unkayqa artritisman rikch’akun.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Los síntomas indican que podría tener cálculos en la vesícula,Vesículaykipi rumi hina rumikuna kanman.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Usted tiene una bronquitis que requiere antibióticos y reposo,"Bronquitisniyuqmi kanki, antibiótico hampiwan samaywanmi alliyanki.",5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Su nivel de colesterol está muy elevado y debemos bajarlo,Colesterolniykiqa ancha wicharisqa kashan.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tiene una dermatitis alérgica causada por contacto con alguna sustancia,Alergia qara unquywanmi kanki.,5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Los resultados sugieren que tiene problemas de tiroides,Tiroides glandulaykipi sasachakuy kan.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Usted presenta signos de deshidratación severa por la diarrea,Q’echa unquymanta ancha ch’akiywanmi kanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tiene una contractura muscular en la espalda que causa el dolor,Wasapi aycha sinchi churakusqa kashan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
Sus síntomas son compatibles con un cuadro de migraña crónica,Unay uman unquywanmi kanki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Usted tiene una infección en la garganta causada por bacterias,Kunkaykipi bacteria infecciónniyuqmi kanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Los estudios muestran que tiene un problema en el hígado,Hígadoniypi sasachakuy kan.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Tiene una inflamación en el estómago por exceso de ácido,Wiksaykipi ácido rayku p’unkay kan.,0,GESTION_SALUD_GENERAL,,,
Su corazón está funcionando con un ritmo irregular que debemos corregir,Sonqoyki mana kuska takishan.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Debe tomar este medicamento cada ocho horas durante siete días completos,"Kay hampita sapa pusaq horapi, qanchis p’unchaykama upyay.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Es importante que tome las pastillas con alimentos para proteger su estómago,Mikhunawan kuska upyay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Necesita guardar reposo absoluto en cama durante al menos tres días,Kimsa p’unchay cama samaypi kakuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Debe beber abundante agua, por lo menos dos litros diarios",Sapa p’unchay achka unuta upyay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Le voy a recetar un antibiótico que debe completar aunque se sienta mejor,Alliyaspapas antibióticota tukuchanaykikama upyay.,5,INSTRUCCIONES_MEDICACION_DOSIS,,,
Necesita aplicarse compresas de agua tibia en la zona afectada,Q’uñi unu llamp’uta churay nanayman.,6,DOLOR_PECHO_RESPIRATORIO,,,
"Debe evitar comidas grasosas, picantes y condimentadas por completo","Wira, k’allu mikhunata ama mikhuychu.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Es fundamental que regrese en una semana para evaluar su progreso,Huk semanaman kutimuy.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Debe tomar este jarabe tres veces al día antes de cada comida,Jarabeta kimsa kuti p’unchaypi upyay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Necesita hacerse estos análisis de sangre lo más pronto posible,Utqaylla yawar análisis ruwachikuy.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Debe suspender inmediatamente el consumo de alcohol y tabaco,Suspenda alcohol y tabaco,2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Le recomiendo que use esta pomada dos veces al día sobre la piel limpia,Pomadata iskay kuti p’unchaypi churay.,6,DOLOR_PECHO_RESPIRATORIO,,,
Necesita elevar la pierna y mantenerla en reposo con hielo,Chakita wichaypi churay hinaspa rit’ita churay.,4,RESPIRATORIO_CARDIACO_URGENCIA,,,
Debe comer alimentos ricos en fibra y aumentar el consumo de frutas,"Fibra, rurukunata astawan mikhuy.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
Es necesario que se inyecte esta ampolla intramuscular cada día,Kay ampollata sapa p’unchay inyectachikuy.,6,DOLOR_PECHO_RESPIRATORIO,,,
"Señor, debe controlar su presión todas las mañanas y llevar un registro","Wiraqocha, sapa paqarinmi yawarniykita qhawanayki, registrotataq apanayki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo mucha tos y me duele el pecho","Doktur, sinchitan uhu hapiwan qasqoita nanawan.",0,GESTION_SALUD_GENERAL,,,
"Señora, le voy a dar una dieta especial que debe seguir estrictamente","Señora, huk dieta especialta qosqayki, chaytan allinta qatikunayki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me siento muy débil y sin energía","Doktur, ancha pisi kallpayoqmi tariquni, manataqmi valorniy kanchu.",0,GESTION_SALUD_GENERAL,,,
"Señor, necesita inhalar este medicamento cada cuatro horas para respirar mejor","Wiraqocha, kay hampitan muchkinayki sapa tawa horasmantam samanayki, samainiyki allim k'anampaq",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, me salieron ronchas en todo el cuerpo","Doktur, tukuy cuerpoypin colmenas onqoyniyoq kani.",1,DOLOR_LOCALIZADO,,,
"Señora, debe evitar el sol","Señora, intimanta paqanunayki",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, tengo fiebre desde hace tres días","Doktur, kimsa punchawñam fiebrewan kachkani.",1,DOLOR_LOCALIZADO,,,
"Señor, es importante que venga a sus controles mensuales sin falta","Wiraqocha, allinmi sapa killa citaikiman mana pantaspa hamunayki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duele la cabeza todo el tiempo","Doktur, umayqa sapa kutim nanawan.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Señora, debe tomar este medicamento en ayunas con un vaso lleno de agua","Señora, kay hampitaqa ch’usaq wiksallapi huk hunt’a vasopi unuwan ujanayki.",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, no puedo dormir bien por las noches","Doktur, tuta manam allintachu puñuyta atini.",0,GESTION_SALUD_GENERAL,,,
"Señor, necesita descansar el cuello por varios días","Wiracocha, askha p’unchay kunkaykita samachinayki.",4,RESPIRATORIO_CARDIACO_URGENCIA,,,
"Doctor, me duele mucho la espalda baja","Doktur, wasaypa urayninmi anchata nanawan.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,,,
"Señora, debe lavar la herida con agua y jabón tres veces al día","Señora, maillinaiki kimsa qutita k'irita jabonwan y unuwan",2,PROCEDIMIENTOS_DIAGNOSTICOS,,,
"Doctor, tengo ganas de vomitar","Doktur, noqa munani aqtuyokuyta",1,DOLOR_LOCALIZADO,,,
