espanol,quechua_texto,tema_clean,tipo_habla_clean,nivel_formalidad,formal_bin,n_tokens_esp,len_esp,len_que
Tengo náuseas,Millay haykuwan,SINTOMAS,respuesta_breve,informal,0,2,13,15
Estoy vomitando,Lantikachkani,SINTOMAS,respuesta_breve,informal,0,2,15,13
Tengo diarrea,Chiri ispa kachkan,SINTOMAS,respuesta_breve,informal,0,2,13,18
Me siento débil,Mana kallpayuq kachkani,SINTOMAS,respuesta_breve,informal,0,3,15,23
Estoy temblando,Khatatachkani,SINTOMAS,respuesta_breve,informal,0,2,15,13
Me late fuerte el corazón,Sunquymi sinchita takachkan,SINTOMAS,respuesta_breve,informal,0,5,25,27
Estoy sudando mucho,Sinchita hunpachkani,SINTOMAS,respuesta_breve,informal,0,3,19,20
Me siento mal,Mana allin kachkani,SINTOMAS,respuesta_breve,informal,0,3,13,19
No tengo fuerzas,Manam kallpayniyuqchu kachkani,SINTOMAS,respuesta_breve,informal,0,3,16,30
Estoy decaído,Urmachisqa kachkani,SINTOMAS,respuesta_breve,informal,0,2,13,19
Me duele el cuerpo entero,Tukuy kurkuymi nanawan,SINTOMAS,respuesta_breve,informal,0,5,25,22
Tengo escalofríos,Khatataywan kachkani,SINTOMAS,respuesta_breve,informal,0,2,17,20
Me siento enfermo,Unqusqa kachkani,SINTOMAS,respuesta_breve,informal,0,3,17,16
Tengo tos,Uhukachkani,SINTOMAS,respuesta_breve,informal,0,2,9,11
No puedo respirar bien,Manam allinchu samayni,SINTOMAS,respuesta_breve,informal,0,4,22,22
Me falta el aire,Samayniyqa pisiyamuchkan,SINTOMAS,respuesta_breve,informal,0,4,16,24
Tengo gripe,Chiri unquywan kachkani,SINTOMAS,respuesta_breve,informal,0,2,11,23
Tengo la nariz tapada,Sinqayqa wichqasqa kachkan,SINTOMAS,respuesta_breve,informal,0,4,21,26
Estoy resfriado,Chiri hapiwasqa kachkani,SINTOMAS,respuesta_breve,informal,0,2,15,24
Toso con sangre,Yawarwan uhukachkani,SINTOMAS,respuesta_breve,informal,0,3,15,20
Me duele al respirar,Samaqtiymi nanawan,SINTOMAS,respuesta_breve,informal,0,4,20,18
Tengo flema,Tuqlluyuq kachkani,SINTOMAS,respuesta_breve,informal,0,2,11,18
Estornudo mucho,Sinchita achhiykachkani,SINTOMAS,respuesta_breve,informal,0,2,15,23
Me ahogo,Samaypa chinkachkan,SINTOMAS,respuesta_breve,informal,0,2,8,19
Tengo el pecho apretado,Qhasquyqa harkasqa kachkan,SINTOMAS,respuesta_breve,informal,0,4,23,26
Silba mi pecho,Qhasquyqa waqtanchakan,SINTOMAS,respuesta_breve,informal,0,3,14,22
Respiro con dificultad,Manam allintaqa samaynichu,SINTOMAS,respuesta_breve,informal,0,3,22,26
Tengo asma,Hukchiy unquywan kachkani,SINTOMAS,respuesta_breve,informal,0,2,10,25
Estoy embarazada,Wawayuq kachkani,SEGUIMIENTO,respuesta_breve,informal,0,2,16,16
Mi bebé está enfermo,Waway unqusqa kachkan,SINTOMAS,respuesta_breve,informal,0,4,20,21
Mi hijo tiene fiebre,Churiyqa ruphaywan kachkan,SINTOMAS,respuesta_breve,informal,0,4,20,26
No tengo leche,Manam ñuñuyuqchu kachkani,SEGUIMIENTO,respuesta_breve,informal,0,3,14,25
Estoy de cinco meses,Pichqa killanayuqmi kachkani,SEGUIMIENTO,respuesta_breve,informal,0,4,20,28
Mi bebé no quiere comer,Wawaymi manam mikhuytaqa munakuchunchu,SINTOMAS,respuesta_breve,informal,0,5,23,38
Mi hijo llora mucho,Churiyqa sinchita waqan,SINTOMAS,respuesta_breve,informal,0,4,19,23
Necesito control prenatal,Wawapaq qhawayta munakuni,SEGUIMIENTO,respuesta_breve,informal,0,3,25,25
Ya voy a dar a luz,Wawatañam paririsaq,SEGUIMIENTO,respuesta_breve,informal,0,6,18,19
Mi bebé tiene diarrea,Wawaymi chiri ispa kachkan,SINTOMAS,respuesta_breve,informal,0,4,21,26
No puedo amamantar,Manam ñuñuytaqa atinichu,SEGUIMIENTO,respuesta_breve,informal,0,3,18,24
Mi leche se secó,Ñuñuyqa chakisqaña kachkan,SEGUIMIENTO,respuesta_breve,informal,0,4,16,26
Mi bebé no duerme,Wawaymi manam puñukuchunchu,SINTOMAS,respuesta_breve,informal,0,4,17,27
Mi hijo no come,Churiyqa manam mikhuchunchu,SINTOMAS,respuesta_breve,informal,0,4,15,27
Mi bebé tiene tos,Wawaymi uhukachkan,SINTOMAS,respuesta_breve,informal,0,4,17,18
Necesito vacunar a mi hijo,Churiyta inyaksichiy munakuni,PREVENCION,respuesta_breve,informal,0,5,26,29
Mi hijo está desnutrido,Churiyqa qarullaqa kachkan,SINTOMAS,respuesta_breve,informal,0,4,23,26
Mi bebé vomita,Wawaymi lantikachkan,SINTOMAS,respuesta_breve,informal,0,3,14,20
Tengo dolores de parto,Waway paririkuyninta nanawan,SEGUIMIENTO,respuesta_breve,informal,0,4,22,28
Mi agua se rompió,Yakuyqa pakirikupun,SEGUIMIENTO,respuesta_breve,informal,0,4,17,19
Necesito medicina,Hampita munakuni,TRATAMIENTO,respuesta_breve,informal,0,2,17,16
Ya tomé la pastilla,Pastillataña ukhurkuni,TRATAMIENTO,respuesta_breve,informal,0,4,19,22
No me hace efecto,Manam yanapawanchu,TRATAMIENTO,respuesta_breve,informal,0,4,17,18
Vine para mi control,Qhawanaypaq hamurqani,SEGUIMIENTO,respuesta_breve,informal,0,4,20,21
Quiero vacunarme,Inyaksichikuyta munakuni,PREVENCION,respuesta_breve,informal,0,2,16,24
Me duele donde me inyectaron,Inyaksiwan wasiymi nanawan,PREVENCION,respuesta_breve,informal,0,5,28,26
Se me acabó la medicina,Hampiymi tukukapun,TRATAMIENTO,respuesta_breve,informal,0,5,23,18
No tengo dinero para medicina,Manam qulqiyuqchu kachkani hampipaq,TRATAMIENTO,respuesta_breve,informal,0,5,29,35
Cuándo debo volver,Haykaqtaq kutimuyman,SEGUIMIENTO,respuesta_breve,informal,0,3,18,20
Me siento mejor,Allintañam kachkani,SEGUIMIENTO,respuesta_breve,informal,0,3,15,19
La medicina me cayó mal,Hampiymi mana allin kapuwan,TRATAMIENTO,respuesta_breve,informal,0,5,23,27
Tomé la medicina equivocada,Pantasqa hampita ukhurkuni,TRATAMIENTO,respuesta_breve,informal,0,4,27,26
Me recetó el doctor,Hampiymanta qamariwan,TRATAMIENTO,respuesta_breve,informal,0,4,19,21
No sé tomar esta medicina,Kay hampita manam yachanichu ukhuyta,TRATAMIENTO,respuesta_breve,informal,0,5,25,36
Cuántas pastillas tomo al día,Hayka pastillatataq sapa punchaw ukhurisaq,TRATAMIENTO,respuesta_breve,informal,0,5,29,42
Antes o después de comer,Mikhuypa ñawpaqninchu utaq qhipanninchu,TRATAMIENTO,respuesta_breve,informal,0,5,24,39
Tengo alergia a este medicamento,Kay hampiman mana allinchu kachkani,TRATAMIENTO,respuesta_breve,informal,0,5,32,35
No mejoro con la medicina,Hampiwanqa manam allinchu kachkani,TRATAMIENTO,respuesta_breve,informal,0,5,25,34
Necesito otra medicina,Huk hampita munakuni,TRATAMIENTO,respuesta_breve,informal,0,3,22,20
Esta medicina es muy cara,Kay hampiqa sinchitam qullqiyuq,TRATAMIENTO,respuesta_breve,informal,0,5,25,31
No encuentro esta medicina,Kay hampitaqa manam tarinichu,TRATAMIENTO,respuesta_breve,informal,0,4,26,29
Me hace doler el estómago,Wiksayta nanachiwanchkan,TRATAMIENTO,respuesta_breve,informal,0,5,25,24
Tomé té de hierbas,Qura tita ukhurkuni,TRATAMIENTO,respuesta_breve,informal,0,4,18,19
Necesito inyección,Inyaksiyta munakuni,TRATAMIENTO,respuesta_breve,informal,0,2,18,19
Cuánto cuesta la consulta,Haykatataq qhawanapaq pagakuna kachkan,SEGUIMIENTO,respuesta_breve,informal,0,4,25,38
Me caí,Urmarikupuni,SINTOMAS,respuesta_breve,informal,0,2,6,12
Me corté,Khuchukurikupuni,SINTOMAS,respuesta_breve,informal,0,2,8,16
Me quemé,Ruphaykachakupuni,SINTOMAS,respuesta_breve,informal,0,2,8,17
Me mordió un perro,Allqum kaniwanchkan,SINTOMAS,respuesta_breve,informal,0,4,18,19
Me picó un insecto,Chuspim tuqyarqawan,SINTOMAS,respuesta_breve,informal,0,4,18,19
Estoy sangrando,Yawarmi lluqsichkan,SINTOMAS,respuesta_breve,informal,0,2,15,19
Me rompí el brazo,Rikriymi pakikupun,SINTOMAS,respuesta_breve,informal,0,4,17,18
Me torcí el pie,Chakinmi wiqrukupun,SINTOMAS,respuesta_breve,informal,0,4,15,19
Me atragante,Tunqurmanmi wisq'akupun,SINTOMAS,respuesta_breve,informal,0,2,12,23
Me desmayé,Wañuyarqani,SINTOMAS,respuesta_breve,informal,0,2,10,11
Tuve un accidente,Allipa llakikuy kapuwan,SINTOMAS,respuesta_breve,informal,0,3,17,23
Me golpearon,Waytarqawanku,SINTOMAS,respuesta_breve,informal,0,2,12,13
Perdí el conocimiento,Yuyayniyta chinkarqani,SINTOMAS,respuesta_breve,informal,0,3,21,22
No puedo levantarme,Manam hatariytallaqa atinichu,SINTOMAS,respuesta_breve,informal,0,3,19,29
Llamen a mi familia,Aylluyta waqyariy,SEGUIMIENTO,respuesta_breve,informal,0,4,19,17
Quiero hacerme un chequeo,Qhawachiykuyta munakuni,PREVENCION,respuesta_breve,informal,0,4,25,23
Necesito análisis de sangre,Yawar qhawariyta munakuni,DIAGNOSTICO,respuesta_breve,informal,0,4,27,25
Dónde puedo vacunarme,Maypitaq inyaksichikuyman,PREVENCION,respuesta_breve,informal,0,3,21,25
Quiero prevenir enfermedades,Unquyta harkakuyta munakuni,PREVENCION,respuesta_breve,informal,0,3,28,27
Necesito vitaminas,Kallpachaq hampita munakuni,TRATAMIENTO,respuesta_breve,informal,0,2,18,27
Cómo me cuido,Imaynatataq waqaychakuyman,PREVENCION,respuesta_breve,informal,0,3,13,26
Qué debo comer,Imataq mikhuy kachkan,PREVENCION,respuesta_breve,informal,0,3,14,21
Puedo hacer ejercicio,Kallpachiykuytachu atiyman,PREVENCION,respuesta_breve,informal,0,3,21,26
Necesito descansar,Samariy munakuni,TRATAMIENTO,respuesta_breve,informal,0,2,18,16
Debo tomar mucha agua,Achkha yakuta ukhuyman kachkan,PREVENCION,respuesta_breve,informal,0,4,21,30
Me lavo las manos seguido,Makiytam sapa kuti maqchikuni,PREVENCION,respuesta_breve,informal,0,5,25,29
Uso mascarilla,Uyata qataykuyta ruraskani,PREVENCION,respuesta_breve,informal,0,2,14,26
Mantengo distancia,Karumanta kachkani,PREVENCION,respuesta_breve,informal,0,2,18,18
Ventilo mi casa,Wasitam wayrachini,PREVENCION,respuesta_breve,informal,0,3,15,18
Como saludable,Allin mikhuykunata mikhuni,PREVENCION,respuesta_breve,informal,0,2,14,26
Desde cuándo me duele,Hayk'aqpachataq nanawasqa,DIAGNOSTICO,respuesta_breve,informal,0,4,21,25
Todos los días me duele,Sapa punchaymi nanawan,DIAGNOSTICO,respuesta_breve,informal,0,5,23,22
Solo a veces,Sapa kuti kikinchu,DIAGNOSTICO,respuesta_breve,informal,0,3,12,18
En las mañanas nomás,Paqarinkunapim,DIAGNOSTICO,respuesta_breve,informal,0,4,20,14
Toda la noche,Tukuy tutam,DIAGNOSTICO,respuesta_breve,informal,0,3,13,11
Me duele cuando como,Mikhuytiymi nanawan,DIAGNOSTICO,respuesta_breve,informal,0,4,20,19
Después de trabajar,Llamkasqamantam,DIAGNOSTICO,respuesta_breve,informal,0,3,19,15
Siempre me duele,Sapa kutim nanawan,DIAGNOSTICO,respuesta_breve,informal,0,3,16,18
Es nuevo este dolor,Musuqlam kay nanay,DIAGNOSTICO,respuesta_breve,informal,0,4,19,18
Ya me dolía antes,Ñawpaqpachatañam nanawasqa,DIAGNOSTICO,respuesta_breve,informal,0,4,17,26
"Buenos días, ¿cuál es el motivo de su consulta hoy?","Allin p’unchay, ¿imaraykutaq kunan p’unchay tapusqayki?",DIAGNOSTICO,dialogo_medico,formal,1,10,51,55
Siento un dolor muy fuerte en la boca del estómago desde ayer.,Qayna punchawmantapacham wiksaypi ancha sinchi nanawan.,DIAGNOSTICO,dialogo_medico,formal,1,12,62,55
¿Ha tenido fiebre o escalofríos durante la última noche?,¿Qhipa tutapi fiebre utaq chiriyuqchu karqanki?,DIAGNOSTICO,dialogo_medico,formal,1,9,56,47
Me duele mucho la cabeza y siento que todo me da vueltas.,Umaymi anchata nanawan hinaspam tukuy imapas muyuchkaq hina tarikuni.,DIAGNOSTICO,dialogo_medico,formal,1,12,57,69
"Respire profundo mientras escucho sus pulmones, por favor.","Pulmonniykita uyarichkaptiy allinta samay, ama hina kaspa.",DIAGNOSTICO,dialogo_medico,formal,1,8,58,58
¿Es usted alérgico a algún medicamento como la penicilina?,"¿Ima hampimanpas alergiayuqchu kanki, ahinataq penicilinaman?",DIAGNOSTICO,dialogo_medico,formal,1,9,58,61
Tome esta pastilla cada ocho horas después de los alimentos.,Kay pastillataqa sapa pusaq hora mikhuymanta upyana.,DIAGNOSTICO,dialogo_medico,formal,1,10,60,52
¿Desde cuándo siente esa opresión en el lado izquierdo del pecho?,¿Hayk’a tiempon sinqaykiq lloq’e ladonpi kay k’iski kayta sientenki?,DIAGNOSTICO,dialogo_medico,formal,1,11,65,68
Necesito que se haga un análisis de sangre y una ecografía.,"Necesitayki yawarmanta prueba ruwanaykita, ultrasonidota ruwanaykita.",DIAGNOSTICO,dialogo_medico,formal,1,11,59,69
¿Ha notado alguna mancha o sarpullido extraño en su piel?,¿Repararqankichu aycha qaraykipi mana costumbre kaq manchakunata otaq erupciones nisqakunata?,DIAGNOSTICO,dialogo_medico,formal,1,10,57,93
Mi hijo tiene mucha tos y no puede dormir por las noches.,"Wawayqa mana allin tosniyuq, tutapi mana puñuyta atinchu.",TRATAMIENTO,dialogo_medico,formal,1,12,57,57
Vamos a medir su presión arterial para ver si está estable.,"Yawarpa ñit'iyninta tupusaqku, mana kuyuriqchu icha manachu chayta qhawanaykupaq.",TRATAMIENTO,dialogo_medico,formal,1,11,59,81
¿Ha perdido el apetito o el sentido del gusto últimamente?,¿Qhipa watakunapi manaña mikhuyta munankichu nitaq gustotachu munarqanki?,TRATAMIENTO,dialogo_medico,formal,1,10,58,73
Siento una debilidad constante en las piernas al caminar.,Purispayqa sapa kutim chakiypi pisi kallpayachkan.,TRATAMIENTO,dialogo_medico,formal,1,9,57,50
Le voy a recetar un jarabe para calmar esa irritación de garganta.,Chay kunka nanayta thasnunaypaqmi jarabeta kamachisaq.,TRATAMIENTO,dialogo_medico,formal,1,12,66,54
¿Se ha golpeado la rodilla o ha hecho un esfuerzo físico pesado?,¿Qonqoriykita k’irirqankichu icha ima llasa kallpatapas ruwarqanki?,TRATAMIENTO,dialogo_medico,formal,1,12,64,67
"Por favor, recuéstese en la camilla para revisar su abdomen.","Ama hina kaspa, examen mesapi puñuy, chaynapi wiksaykita qawanaykupaq.",TRATAMIENTO,dialogo_medico,formal,1,10,60,70
¿Cuántas veces al día está yendo al baño con diarrea?,¿Hayka kutitataq sapa punchaw bañoman rin diarreawan?,TRATAMIENTO,dialogo_medico,formal,1,10,53,53
Tengo una inflamación en la encía que me impide masticar bien.,"Encía nisqapi inflamación nisqayuqmi kani, chaymi mana allintachu masticayta atini.",TRATAMIENTO,dialogo_medico,formal,1,11,62,83
Es necesario que guarde reposo absoluto por lo menos tres días.,Kimsa p’unchawllapas tukuyninpi samarinayki tiyan.,TRATAMIENTO,dialogo_medico,formal,1,11,63,50
¿Ha tomado algún remedio casero antes de venir al hospital?,¿Manaraq hospitalman hamushaspa wasiykipi hampikunata hap’irqankichu?,TRATAMIENTO,dialogo_medico,formal,1,10,59,69
Me pican mucho los ojos y los tengo muy rojos desde la mañana.,"Ñawiymi anchata picakun, kunan paqarinmantapacham ancha pukayarun.",TRATAMIENTO,dialogo_medico,formal,1,13,62,66
"La herida está sanando bien, pero debemos cambiar las vendas.","K’iriqa allintan qhaliyashan, ichaqa vendakunata cambiananchismi.",TRATAMIENTO,dialogo_medico,formal,1,10,61,65
¿Siente algún hormigueo o adormecimiento en los dedos de las manos?,¿Dedoykipi imapas chukchuytapas otaq llañuyaytachu sientenki?,TRATAMIENTO,dialogo_medico,formal,1,11,67,61
Vamos a programar una cirugía menor para retirar ese quiste.,Chay qusta hurqunapaqmi uchuy operacionta ruwasaqku.,TRATAMIENTO,dialogo_medico,formal,1,10,60,52
¿A qué hora fue la última vez que tomó su medicina para la presión?,¿Ima horapitaq qhipa kutita yawar ñit’iy hampita tomarqanki?,TRATAMIENTO,dialogo_medico,formal,1,14,67,60
"Doctor, me duele la espalda baja cuando intento agacharme.","Doctor, k’umuykukuyta munaspaymi wasanpa uraynin nanawan.",TRATAMIENTO,dialogo_medico,formal,1,9,58,57
Debe beber mucha agua para evitar la deshidratación por el calor.,Ruphaymanta mana yakumanta lluqsinanpaqqa achka yakuta upyanayki tiyan.,TRATAMIENTO,dialogo_medico,formal,1,11,65,71
¿Ha tenido náuseas o ganas de vomitar después de almorzar?,¿Nauseaswanchu sientekurqanki otaq almuerzota mikhuspa vomitayta munarqanki?,TRATAMIENTO,dialogo_medico,formal,1,10,58,76
El resultado de su radiografía muestra una pequeña fisura en el hueso.,Radiografía ruwasqanpin rikukun tullunpi huch’uy raqrakusqan.,TRATAMIENTO,dialogo_medico,formal,1,12,70,61
¿Sufre usted de diabetes o alguna enfermedad del corazón?,¿Diabetes onqoywanchu otaq sonqo kashanki?,TRATAMIENTO,dialogo_medico,formal,1,9,57,42
Me siento muy cansado y sin energía a pesar de dormir mucho.,"Ancha sayk’usqa, mana kallpayoq sientekuni askha puñuspapas.",TRATAMIENTO,dialogo_medico,formal,1,12,60,60
Lávese bien las manos antes de aplicar esta crema en la zona afectada.,Makinchikta allinta mayllakuna manaraq kay cremata unqusqa kaqman churachkaspa.,PREVENCION,entrevista,informal,0,13,70,79
¿En qué comunidad o distrito vive actualmente usted?,¿Mayqin ayllupi utaq distritupitaq kunan tiyanki?,PREVENCION,entrevista,informal,0,8,52,49
¿Alguien más en su familia sufre de los mismos síntomas?,¿Aylluykipi huk runapas chayna sintomakunawan ñakarichkan?,PREVENCION,entrevista,informal,0,10,56,58
¿Cuenta usted con todas las vacunas del calendario nacional?,¿Llapa vacunakunata chaskirqankichu horario nacional nisqapi?,PREVENCION,entrevista,informal,0,9,60,61
¿Qué tipo de alimentos consume con mayor frecuencia en su hogar?,¿Ima clase mikhuykunatataq wasiykipi astawan mikhunki?,PREVENCION,entrevista,informal,0,11,64,54
¿Suele beber agua hervida o agua directamente del puquio?,¿T’impusqa unutachu icha pukyumantallachu unuta ukyanki?,PREVENCION,entrevista,informal,0,9,57,56
¿A qué edad empezaron sus problemas de visión o audición?,¿Ima watayuqmantataq rikuyninkupi utaq uyariyninkupi sasachakuyninku qallarirqa?,PREVENCION,entrevista,informal,0,10,57,80
¿Realiza usted algún tipo de actividad física o trabajo en el campo?,¿Ima clase aychatachu ruwanki icha chakrapi llamk’ankichu?,PREVENCION,entrevista,informal,0,12,68,58
¿Ha viajado recientemente a alguna zona de clima tropical o selva?,¿Chayllaraqchu mayqin tropical utaq yunka clima nisqapipas rirqankichu?,PREVENCION,entrevista,informal,0,11,66,71
¿Cuántas personas viven con usted en su habitación?,¿Hayka runakunataq qamwan kuska tiyanku cuartoykipi?,PREVENCION,entrevista,informal,0,8,51,52
"¿En su casa cocinan con leña, bosta o utilizan cocina a gas?","¿Yanawanchu, wanuwanchu, wasiykipi gas estufawanchu yanukunki?",PREVENCION,entrevista,informal,0,12,60,62
¿Ha recibido información sobre cómo prevenir la anemia en los niños?,¿Chaskirqankichu willakuykunata imaynatas wawakunapi anemia onqoyta hark’akunman chaymanta?,PREVENCION,entrevista,informal,0,11,68,91
¿Cada cuánto tiempo acude al centro de salud para un chequeo?,¿Hayka kutitataq hampina wasiman rinki qawakunaykipaq?,PREVENCION,entrevista,informal,0,11,61,54
¿Tiene alguna mascota o animal de corral dentro de su vivienda?,¿Wasiyki ukupi uywakuna utaq chakra uywakuna kanchu?,PREVENCION,entrevista,informal,0,11,63,52
¿Sabe usted cuál es su tipo de sangre y si tiene alergias?,¿Yachankichu yawarniykipa imayna kasqanmanta hinaspa ima alergiayuq kasqaykitapas?,PREVENCION,entrevista,informal,0,12,58,82
¿Utiliza algún método de planificación familiar en este momento?,¿Kunanqa ima métodotapas planificación familiar nisqawan yanapachikunkichu?,PREVENCION,entrevista,informal,0,9,64,75
¿Alguna vez le han realizado una transfusión de sangre en el pasado?,¿Hayk’aqllapas ñawpaqpi yawarta churarqankichu?,PREVENCION,entrevista,informal,0,12,68,47
¿Cómo es el acceso al agua potable y desagüe en su localidad?,"¿Imaynataq llaqtaykipi upyana yakuman, chuya yakuman haykuy?",PREVENCION,entrevista,informal,0,12,61,60
¿Ha notado cambios en su estado de ánimo o problemas para dormir?,¿Repararqankichu imayna sientekusqayki cambiasqanmanta otaq puñuypi sasachakuykuna kasqanmanta?,PREVENCION,entrevista,informal,0,12,65,95
¿Fuma cigarrillos o consume bebidas alcohólicas frecuentemente?,¿Cigarrotu pitanki otaq sapa kuti machayta tomanki?,PREVENCION,entrevista,informal,0,7,63,51
¿Qué medicamentos suele tener en su botiquín de emergencia?,¿Ima hampikunatan sapa kutilla primeros auxilios nisqapi churanki?,PREVENCION,entrevista,informal,0,9,59,66
¿A qué se dedica laboralmente y cuántas horas trabaja al día?,"¿Ima llamk’ayniykitaq, hayk’a horatataq sapa p’unchaw llamk’anki?",PREVENCION,entrevista,informal,0,11,61,65
¿Ha tenido alguna complicación seria durante sus embarazos anteriores?,¿Ñawpaq wiksayakusqaykipi ima hatun sasachakuykunatapas tarirqankichu?,PREVENCION,entrevista,informal,0,9,70,70
¿Sabe cómo actuar en caso de una picadura de insecto venenoso?,¿Yachankichu venenoyuq kurukuna kanikuptin imayna ruwayta?,PREVENCION,entrevista,informal,0,11,62,58
¿Ha recibido la charla informativa sobre la importancia de la lactancia?,¿Chaskirqankichu chay willakuy rimayta ñuñuchiy ancha allin kasqanmanta?,PREVENCION,entrevista,informal,0,11,72,72
¿Cuál es su peso y talla aproximada según su último control?,"¿Imaynataq yaqa llasayniyki, sayayniykitaq qhipa qhawayniykimanjina?",PREVENCION,entrevista,informal,0,11,60,68
¿Siente que el clima de la región afecta su salud respiratoria?,¿Qanpa yuyayniykipiqa chay regionpa climan respiratorio saludniykita afectanchu?,PREVENCION,entrevista,informal,0,11,63,80
¿Ha tenido contacto con personas que tengan tuberculosis o tos fuerte?,¿Tuberculosis onqoyniyoq otaq sinchi tosniyoq runakunawan tuparqankichu?,PREVENCION,entrevista,informal,0,11,70,72
¿Cómo manejan los residuos sólidos y la basura en su comunidad?,"¿Imaynatataq llaqtaykipi residuos sólidos nisqakunata, basurakunatapas kamachinki?",PREVENCION,entrevista,informal,0,11,63,82
¿Cuenta con algún seguro de salud como el SIS para atenderse?,¿Seguro de saludniyuqchu kanki kayhina SIS hampi necesidadniykikunata hunt’anaykipaq?,PREVENCION,entrevista,informal,0,11,61,85
¿Ha notado bultos extraños en su cuerpo durante el último mes?,¿Repararqankichu kay pasaq killapi cuerpoykipi ima mana costumbre kaq t’urukuna kasqanmanta?,PREVENCION,entrevista,informal,0,11,62,92
¿Qué tan lejos queda el puesto de salud más cercano a su casa?,¿Hayka karutaq wasiykimanta aswan hichpallapi kaq hampina wasi?,PREVENCION,entrevista,informal,0,13,62,63
¿Entiende usted las instrucciones que le da el personal médico?,¿Entiendenkichu hampiqkunapa kamachikuyninkunata?,PREVENCION,entrevista,informal,0,10,63,49
¿Desea que algún familiar lo acompañe durante la consulta de hoy?,¿Munawaqchu kunan p’unchay citaykipi huk familiayki compañananta?,PREVENCION,lectura,formal,1,11,65,65
Es fundamental lavarse las manos con agua y jabón antes de comer.,Manaraq mikhuchkaspa makinchikta jabonwan yakuwan mayllakuyqa ancha allinmi.,PREVENCION,lectura,formal,1,12,65,76
La vacunación es la mejor forma de proteger a nuestros hijos de enfermedades.,Vacunacionqa aswan allinmi warmanchikkunata unquykunamanta harkanapaq.,PREVENCION,lectura,formal,1,13,77,70
El consumo excesivo de sal y azúcar puede dañar gravemente su salud.,"Kachita, azúcar nisqatapas nishuta mikhuyqa sinchitan qhali kayniykita dañanman.",PREVENCION,lectura,formal,1,12,68,80
Mantenga los medicamentos fuera del alcance de los niños pequeños.,Huch’uy wawakunaq mana aypananpaq hampikunata waqaychay.,PREVENCION,lectura,formal,1,10,66,56
La anemia se previene consumiendo alimentos ricos en hierro como la sangrecita.,"Anemia unquytaqa hark’akunmanmi hierroyuq mikhuykunata mikhuspa, ahinataq yawar salchichata.",PREVENCION,lectura,formal,1,12,79,92
Use mosquiteros si vive en zonas donde hay presencia de zancudos.,Sisikuna kasqan cheqaskunapi tiyaspaqa ch’uspi llikata apaykachana.,PREVENCION,lectura,formal,1,11,65,67
Es importante hervir el agua durante al menos cinco minutos antes de beberla.,Importantemi yakuta manaraq upyachkaspa pichqa minutollapas timpuchiy.,PREVENCION,lectura,formal,1,13,77,70
El chequeo preventivo anual ayuda a detectar enfermedades a tiempo.,Watamanta wata qhawayqa yanapanmi unquykunata temprano riqsiyta.,PREVENCION,lectura,formal,1,10,67,64
"No se automedique, siempre consulte con un profesional de la salud.",Ama kikiykita hampikuychu; sapa kuti huk profesional de salud nisqawan tapukuy.,PREVENCION,lectura,formal,1,11,67,79
La salud mental es tan importante como la salud física para el bienestar.,"Yuyaypi qhali kayqa ancha allinmi, aycha qhali kay hina allin kawsaypaq.",PREVENCION,lectura,formal,1,13,73,72
Limpie frecuentemente las superficies de contacto en su cocina y baño.,Sapa kuti pichay sapa kuti llamisqa hawakunata cocinaykipi hinaspa bañoykipi.,PREVENCION,lectura,formal,1,11,70,77
"Durante el embarazo, acuda a todos sus controles prenatales sin falta.","Wiksayuq kachkaspaqa, manaraq nacechkaspa tukuy citaykikunaman riy, mana pantaspa.",PREVENCION,lectura,formal,1,11,70,82
El ejercicio diario mejora la circulación y fortalece el corazón.,Sapa punchaw ejercicio ruwayqa allintam yawar purinanpaq yanapan hinaspa sunqunchikta kallpanchan.,PREVENCION,lectura,formal,1,10,65,98
Proteja su piel de la radiación solar usando sombrero y bloqueador.,"Intimanta qaranta hark’ay, sombrerowan, intimanta hark’akuqwan ima.",PREVENCION,lectura,formal,1,11,67,67
"Una dieta balanceada debe incluir frutas, verduras y menestras.","Allin mikhuypiqa frutakuna, verdurakuna, legumbrekuna ima kanan.",PREVENCION,lectura,formal,1,9,63,64
Cubra su boca con el antebrazo al toser o estornudar para no contagiar.,"Tos utaq estornudo kachkaspa simiykita ñawpaq makiwan tapay, mana germenkuna mastarikunanpaq.",PREVENCION,lectura,formal,1,13,71,93
El dengue se transmite por la picadura de un mosquito infectado.,Dengue unquyqa unquyniyuq ch’uspip kanisqanwanmi chayan.,PREVENCION,lectura,formal,1,11,64,56
Evite acumular agua en recipientes abiertos donde puedan nacer larvas.,Ama yakuta huñunachu kichasqa mankakunapi maypichus larvakuna lluqsiyta atinku.,PREVENCION,lectura,formal,1,10,70,79
"Si tiene una emergencia, llame inmediatamente al número de la ambulancia.",Ima sasachakuypas kaptinqa chaylla ambulanciata qayay.,PREVENCION,lectura,formal,1,11,73,54
La lactancia materna exclusiva es vital durante los primeros seis meses.,Ñawpaq soqta killakunapiqa ancha allinmi sapallan ñuñuchiyqa.,PREVENCION,lectura,formal,1,11,72,61
Acuda al dentista dos veces al año para prevenir las caries dentales.,"Watapi iskay kutita kiru hampiqman watukuy, kirukuna mana ismunanpaq.",PREVENCION,lectura,formal,1,12,69,69
